ion_paramter	temperature
8.0   8.00308694672
7.99199199199   8.00308663303
7.98398398398   8.00308632077
7.97597597598   8.0030860085
7.96796796797   8.00308569623
7.95995995996   8.00308538397
7.95195195195   8.00308504202
7.94394394394   8.00308469947
7.93593593594   8.00308435692
7.92792792793   8.00308401437
7.91991991992   8.00308367056
7.91191191191   8.00308329412
7.9039039039   8.00308291835
7.8958958959   8.00308254257
7.88788788789   8.0030821668
7.87987987988   8.00308179103
7.87187187187   8.00308137908
7.86386386386   8.00308096686
7.85585585586   8.00308055465
7.84784784785   8.00308014243
7.83983983984   8.00307973025
7.83183183183   8.00307928129
7.82382382382   8.0030788291
7.81581581582   8.0030783769
7.80780780781   8.00307792471
7.7997997998   8.00307747144
7.79179179179   8.00307697658
7.78378378378   8.00307648052
7.77577577578   8.00307598447
7.76776776777   8.00307548842
7.75975975976   8.00307499237
7.75175175175   8.00307445156
7.74374374374   8.0030739074
7.73573573574   8.00307336324
7.72772772773   8.00307281908
7.71971971972   8.00307227492
7.71171171171   8.00307168542
7.7037037037   8.00307108848
7.6956956957   8.00307049155
7.68768768769   8.00306989462
7.67967967968   8.00306929705
7.67167167167   8.00306864652
7.66366366366   8.0030679917
7.65565565566   8.00306733687
7.64764764765   8.00306668205
7.63963963964   8.00306602722
7.63163163163   8.00306532038
7.62362362362   8.00306460205
7.61561561562   8.00306388371
7.60760760761   8.00306316538
7.5995995996   8.0030624469
7.59159159159   8.00306166982
7.58358358358   8.00306088182
7.57557557558   8.00306009382
7.56756756757   8.00305930582
7.55955955956   8.00305851784
7.55155155155   8.00305766288
7.54354354354   8.00305679846
7.53553553554   8.00305593404
7.52752752753   8.00305506963
7.51951951952   8.00305420521
7.51151151151   8.00305327717
7.5035035035   8.00305232892
7.4954954955   8.00305138067
7.48748748749   8.00305043241
7.47947947948   8.00304948416
7.47147147147   8.00304846373
7.46346346346   8.00304742351
7.45545545546   8.0030463833
7.44744744745   8.00304534308
7.43943943944   8.00304430287
7.43143143143   8.00304318551
7.42342342342   8.00304204441
7.41541541542   8.00304090331
7.40740740741   8.00303976221
7.3993993994   8.00303862111
7.39139139139   8.00303739205
7.38338338338   8.00303614029
7.37537537538   8.00303488853
7.36736736737   8.00303363677
7.35935935936   8.00303238501
7.35135135135   8.00303105113
7.34334334334   8.00302967797
7.33533533534   8.00302830481
7.32732732733   8.00302693165
7.31931931932   8.00302555849
7.31131131131   8.00302409133
7.3033033033   8.003022585
7.2952952953   8.00302107867
7.28728728729   8.00301957234
7.27927927928   8.003018066
7.27127127127   8.00301645247
7.26326326326   8.00301480006
7.25525525526   8.00301314765
7.24724724725   8.00301149524
7.23923923924   8.00300984283
7.23123123123   8.00300809137
7.22322322322   8.00300627871
7.21521521522   8.00300446604
7.20720720721   8.00300265338
7.1991991992   8.00300084071
7.19119119119   8.00299890623
7.18318318318   8.00299691778
7.17517517518   8.00299492933
7.16716716717   8.00299294088
7.15915915916   8.00299095243
7.15115115115   8.00298884255
7.14314314314   8.00298666127
7.13513513514   8.00298447998
7.12712712713   8.00298229869
7.11911911912   8.0029801174
7.11111111111   8.00297781858
7.1031031031   8.00297542575
7.0950950951   8.00297303292
7.08708708709   8.00297064009
7.07907907908   8.00296824726
7.07107107107   8.0029657079
7.06306306306   8.00296308303
7.05505505506   8.00296045816
7.04704704705   8.00295783329
7.03903903904   8.00295520843
7.03103103103   8.0029524518
7.02302302302   8.00294957237
7.01501501502   8.00294669294
7.00700700701   8.0029438135
6.998998999   8.00294093407
6.99099099099   8.00293788982
6.98298298298   8.00293473117
6.97497497497   8.00293157252
6.96696696697   8.00292841387
6.95895895896   8.00292525523
6.95095095095   8.00292193558
6.94294294294   8.00291847062
6.93493493493   8.00291500566
6.92692692693   8.0029115407
6.91891891892   8.00290807574
6.91091091091   8.00290445712
6.9029029029   8.00290065613
6.89489489489   8.00289685514
6.88688688689   8.00289305416
6.87887887888   8.00288925317
6.87087087087   8.0028852564
6.86286286286   8.00288108683
6.85485485485   8.00287691727
6.84684684685   8.00287274771
6.83883883884   8.00286857815
6.83083083083   8.00286422212
6.82282282282   8.00285964824
6.81481481481   8.00285507436
6.80680680681   8.00285050049
6.7987987988   8.00284592661
6.79079079079   8.00284117821
6.78278278278   8.00283616078
6.77477477477   8.00283114336
6.76676676677   8.00282612594
6.75875875876   8.00282110851
6.75075075075   8.00281588558
6.74274274274   8.00281038161
6.73473473473   8.00280487763
6.72672672673   8.00279937365
6.71871871872   8.00279386967
6.71071071071   8.00278815517
6.7027027027   8.00278211751
6.69469469469   8.00277607986
6.68668668669   8.00277004221
6.67867867868   8.00276400455
6.67067067067   8.00275774349
6.66266266266   8.00275112038
6.65465465465   8.00274449726
6.64664664665   8.00273787414
6.63863863864   8.00273125102
6.63063063063   8.00272437007
6.62262262262   8.00271710484
6.61461461461   8.0027098396
6.60660660661   8.00270257437
6.5985985986   8.00269530914
6.59059059059   8.00268780093
6.58258258258   8.00267983122
6.57457457457   8.0026718615
6.56656656657   8.00266389179
6.55855855856   8.00265592207
6.55055055055   8.00264770915
6.54254254254   8.00263896677
6.53453453453   8.00263022438
6.52652652653   8.002621482
6.51851851852   8.00261273961
6.51051051051   8.00260377997
6.5025025025   8.00259418981
6.49449449449   8.00258459966
6.48648648649   8.00257500951
6.47847847848   8.00256541936
6.47047047047   8.00255557975
6.46246246246   8.00254506018
6.45445445445   8.00253454031
6.44644644645   8.00252402044
6.43843843844   8.00251350057
6.43043043043   8.00250266989
6.42242242242   8.00249113016
6.41441441441   8.00247959043
6.40640640641   8.0024680507
6.3983983984   8.00245651097
6.39039039039   8.00244475879
6.38238238238   8.00243210018
6.37437437437   8.00241944157
6.36636636637   8.00240678296
6.35835835836   8.00239412434
6.35035035035   8.00238116787
6.34234234234   8.00236727572
6.33433433433   8.00235339026
6.32632632633   8.00233950481
6.31831831832   8.00232561935
6.31031031031   8.00231148686
6.3023023023   8.00229624363
6.29429429429   8.00228101216
6.28628628629   8.00226578068
6.27827827828   8.00225054921
6.27027027027   8.0022351241
6.26226226226   8.00221842162
6.25425425425   8.00220171348
6.24624624625   8.00218500533
6.23823823824   8.00216829719
6.23023023023   8.00215133912
6.22222222222   8.00213301123
6.21421421421   8.00211468334
6.20620620621   8.00209635546
6.1981981982   8.00207802757
6.19019019019   8.00205945227
6.18218218218   8.00203931905
6.17417417417   8.00201921544
6.16616616617   8.00199911183
6.15815815816   8.00197900822
6.15015015015   8.00195873589
6.14214214214   8.00193664784
6.13413413413   8.00191459588
6.12612612613   8.00189254391
6.11811811812   8.00187049195
6.11011011011   8.0018483
6.1021021021   8.00182404895
6.09409409409   8.00179985957
6.08608608609   8.00177567018
6.07807807808   8.00175148079
6.07007007007   8.0017272356
6.06206206206   8.00170070185
6.05405405405   8.0016741681
6.04604604605   8.00164763436
6.03803803804   8.00162110061
6.03003003003   8.00159447011
6.02202202202   8.00156531257
6.01401401401   8.0015362089
6.00600600601   8.00150710522
5.997997998   8.00147800155
5.98998998999   8.00144889787
5.98198198198   8.00141698702
5.97397397397   8.00138506198
5.96596596597   8.00135313694
5.95795795796   8.0013212119
5.94994994995   8.00128924567
5.94194194194   8.00125424888
5.93393393393   8.00121923304
5.92592592593   8.00118421719
5.91791791792   8.00114920135
5.90990990991   8.00111418551
5.9019019019   8.00107592894
5.89389389389   8.0010375189
5.88588588589   8.00099910885
5.87787787788   8.0009606988
5.86986986987   8.0009222685
5.86186186186   8.00088033393
5.85385385385   8.00083820655
5.84584584585   8.00079607917
5.83783783784   8.00075395179
5.82982982983   8.00071182441
5.82182182182   8.00066594196
5.81381381381   8.00061973506
5.80580580581   8.00057352817
5.7977977978   8.00052732128
5.78978978979   8.00048111438
5.78178178178   8.0004309019
5.77377377377   8.00038021684
5.76576576577   8.00032953178
5.75775775776   8.00027884673
5.74974974975   8.00022817752
5.74174174174   8.00017322161
5.73373373373   8.00011763455
5.72572572573   8.00006204748
5.71771771772   8.00000646041
5.70970970971   7.99995087335
5.7017017017   7.99989059041
5.69369369369   7.99982962043
5.68568568569   7.99976865045
5.67767767768   7.99970768047
5.66966966967   7.99964676327
5.66166166166   7.99958114581
5.65365365365   7.99951427425
5.64564564565   7.9994474027
5.63763763764   7.99938053114
5.62962962963   7.9993136515
5.62162162162   7.99924138401
5.61361361361   7.99916804347
5.60560560561   7.99909470293
5.5975975976   7.99902136239
5.58958958959   7.99894806152
5.58158158158   7.99886951685
5.57357357357   7.99878907999
5.56556556557   7.99870864314
5.55755755756   7.99862820628
5.54954954955   7.99854776942
5.54154154154   7.99846127272
5.53353353353   7.99837305883
5.52552552553   7.99828484494
5.52411469435   7.99826930364
5.51751751752   7.99818827869
5.50950950951   7.99808996797
5.5015015015   7.99798521685
5.49349349349   7.99787740203
5.48548548549   7.99776956827
5.47747747748   7.99766173451
5.46946946947   7.99755390075
5.46146146146   7.99743840613
5.45345345345   7.99732013045
5.44544544545   7.99720185477
5.43743743744   7.99708357909
5.42942942943   7.99696559986
5.42142142142   7.99683961222
5.41341341341   7.99670991524
5.40540540541   7.99658021827
5.3973973974   7.99645052129
5.38938938939   7.99632129486
5.38138138138   7.99618428076
5.37337337337   7.99604233857
5.36536536537   7.99590016448
5.35735735736   7.99575799038
5.34934934935   7.99561581629
5.34134134134   7.99546543043
5.33333333333   7.99530990904
5.32532532533   7.9951540223
5.31731731732   7.99499813555
